gender,SeniorCitizen,tenure,PhoneService,PaymentMethod,StreamingTV,MonthlyCharges,Churn
Male,0,34,Yes,Mailed check,No internet service,19.7,No
Male,0,67,No,Bank transfer (automatic),No,50.95,No
Female,0,49,Yes,Bank transfer (automatic),No internet service,20.05,No
Male,0,53,Yes,Mailed check,No internet service,19.4,No
Male,0,27,Yes,Electronic check,No,59.45,No
Female,1,23,Yes,Electronic check,Yes,94.75,Yes
Male,0,69,Yes,Credit card (automatic),No,81.5,No
Female,0,2,No,Bank transfer (automatic),No,29.05,No
Female,0,35,Yes,Electronic check,Yes,86.45,Yes
Female,0,46,Yes,Mailed check,No,70.6,No
Female,0,54,Yes,Bank transfer (automatic),Yes,97.2,No
Female,0,56,Yes,Electronic check,Yes,98.25,Yes
Female,0,9,Yes,Bank transfer (automatic),No,75.75,Yes
Male,0,20,Yes,Bank transfer (automatic),No,59.2,No
Male,0,11,Yes,Mailed check,No,75.9,No
Female,1,30,Yes,Electronic check,Yes,90.05,No
Male,0,68,Yes,Bank transfer (automatic),No,70.95,No
Male,1,38,Yes,Electronic check,Yes,102.6,No
Female,1,17,Yes,Bank transfer (automatic),No,85.35,Yes
Male,0,48,Yes,Credit card (automatic),Yes,106.1,Yes
Female,0,1,Yes,Electronic check,No,43.8,No
Male,0,63,No,Electronic check,Yes,59.0,No
Female,0,3,Yes,Electronic check,Yes,69.95,No
Female,0,48,Yes,Bank transfer (automatic),No internet service,24.35,No
Male,0,66,No,Credit card (automatic),No,29.45,No
Female,0,68,Yes,Credit card (automatic),No,84.4,No
Male,1,17,Yes,Electronic check,No,45.05,Yes
Female,0,7,Yes,Mailed check,No internet service,20.65,No
Male,0,72,Yes,Bank transfer (automatic),Yes,87.1,No
Female,0,29,Yes,Mailed check,No internet service,19.85,No
Male,0,37,Yes,Electronic check,No,90.35,No
Female,0,34,Yes,Mailed check,Yes,109.8,Yes
Female,1,42,Yes,Electronic check,Yes,84.65,Yes
Female,0,59,Yes,Mailed check,No,65.5,No
Male,0,11,Yes,Bank transfer (automatic),Yes,79.5,Yes
Male,1,60,Yes,Electronic check,No,80.95,No
Female,0,27,Yes,Mailed check,No,56.15,No
Female,0,1,Yes,Mailed check,No,85.8,Yes
Male,1,1,Yes,Electronic check,Yes,79.1,Yes
Male,0,17,No,Mailed check,No,34.4,No
Male,0,58,Yes,Mailed check,No internet service,20.75,No
Male,0,1,Yes,Mailed check,No internet service,18.8,No
Female,0,3,Yes,Mailed check,No,44.3,Yes
Female,0,53,Yes,Electronic check,No,90.8,No
Male,0,35,Yes,Electronic check,No internet service,25.6,No
Male,0,50,Yes,Credit card (automatic),Yes,105.95,Yes
Male,0,68,Yes,Credit card (automatic),No,70.8,No
Male,0,47,Yes,Electronic check,No internet service,25.4,No
Female,1,65,Yes,Bank transfer (automatic),Yes,108.8,No
Male,0,5,Yes,Electronic check,No,69.75,Yes
Male,0,51,Yes,Electronic check,Yes,94.65,Yes
Female,0,46,Yes,Bank transfer (automatic),Yes,96.05,Yes
Female,0,9,Yes,Electronic check,No,76.85,No
Female,0,8,Yes,Mailed check,No internet service,20.25,No
Male,0,14,Yes,Credit card (automatic),No internet service,24.8,No
Female,0,45,Yes,Electronic check,Yes,115.65,No
Female,0,8,Yes,Credit card (automatic),No,74.6,No
Male,1,1,Yes,Mailed check,No,50.15,Yes
Male,0,66,Yes,Bank transfer (automatic),Yes,103.15,No
Male,0,72,Yes,Credit card (automatic),No,72.1,No
Female,0,41,Yes,Bank transfer (automatic),Yes,113.6,Yes
Female,0,23,Yes,Mailed check,No internet service,25.1,No
Female,0,29,Yes,Electronic check,Yes,78.9,Yes
Female,0,4,Yes,Electronic check,No,80.15,No
Male,0,6,Yes,Mailed check,No internet service,25.4,No
Female,1,67,Yes,Credit card (automatic),No,105.4,No
Male,1,7,Yes,Mailed check,No,45.75,No
Male,0,56,Yes,Mailed check,No internet service,24.45,No
Female,0,72,Yes,Credit card (automatic),No internet service,25.0,No
Male,0,72,Yes,Electronic check,Yes,85.25,No
Male,0,23,Yes,Credit card (automatic),No internet service,19.6,No
Female,0,35,Yes,Mailed check,No,50.15,No
Male,1,27,Yes,Electronic check,No,70.55,No
Female,0,26,Yes,Electronic check,No,60.05,Yes
Male,0,12,Yes,Mailed check,No internet service,26.4,No
Female,0,40,Yes,Mailed check,No internet service,20.15,No
Male,0,7,No,Mailed check,Yes,58.85,No
Male,0,70,Yes,Credit card (automatic),Yes,97.55,No
Male,0,60,Yes,Credit card (automatic),No internet service,19.65,No
Male,0,39,No,Credit card (automatic),No,25.25,No
Male,0,72,Yes,Credit card (automatic),Yes,114.45,No
Female,0,1,No,Electronic check,Yes,34.7,Yes
Male,0,54,Yes,Electronic check,Yes,70.7,No
Male,0,3,Yes,Electronic check,No,85.3,Yes
Female,0,63,Yes,Credit card (automatic),Yes,75.55,No
Male,0,71,Yes,Electronic check,No,84.8,No
Female,0,42,Yes,Mailed check,No internet service,20.65,No
Male,0,47,Yes,Bank transfer (automatic),No internet service,20.45,No
Female,0,66,Yes,Credit card (automatic),Yes,102.45,Yes
Female,0,21,Yes,Bank transfer (automatic),Yes,104.4,Yes
Male,0,11,No,Electronic check,No,35.65,No
Male,0,1,Yes,Electronic check,Yes,99.75,Yes
Female,1,55,Yes,Electronic check,No,90.45,No
Male,0,69,Yes,Credit card (automatic),Yes,97.65,No
Female,1,3,Yes,Electronic check,No,73.85,No
Male,0,4,Yes,Electronic check,Yes,74.4,Yes
Male,1,30,Yes,Credit card (automatic),Yes,69.1,No
Female,0,5,Yes,Electronic check,No,82.75,No
Female,0,71,Yes,Credit card (automatic),No internet service,24.4,No
Female,0,29,Yes,Electronic check,No,55.25,No
Male,0,52,Yes,Bank transfer (automatic),No,61.35,No
Male,0,68,Yes,Credit card (automatic),No,76.75,No
Female,0,46,Yes,Mailed check,No internet service,19.4,No
Male,0,8,Yes,Credit card (automatic),No,54.75,No
Male,0,72,Yes,Credit card (automatic),No internet service,19.7,No
Female,0,17,Yes,Bank transfer (automatic),No internet service,19.9,No
Male,0,3,Yes,Electronic check,Yes,107.95,No
Female,1,2,Yes,Bank transfer (automatic),Yes,83.8,No
Female,0,9,Yes,Credit card (automatic),No,74.25,Yes
Female,0,51,No,Credit card (automatic),Yes,56.4,No
Female,0,6,Yes,Mailed check,No internet service,20.1,No
Female,0,3,Yes,Electronic check,Yes,94.9,No
Female,1,17,Yes,Electronic check,Yes,94.2,No
Male,0,30,Yes,Electronic check,No,49.9,No
Male,0,31,Yes,Electronic check,Yes,71.05,No
Female,0,45,Yes,Bank transfer (automatic),Yes,81.65,No
Male,0,64,Yes,Bank transfer (automatic),No,89.45,No
Male,0,1,Yes,Electronic check,Yes,59.85,Yes
Female,1,1,Yes,Electronic check,No,69.6,Yes
Male,1,61,Yes,Electronic check,Yes,99.0,No
Male,0,1,Yes,Mailed check,No internet service,19.05,No
Male,0,9,No,Electronic check,Yes,45.4,Yes
Male,0,72,Yes,Bank transfer (automatic),Yes,114.45,No
Female,0,1,Yes,Mailed check,No internet service,19.5,Yes
Female,0,7,Yes,Mailed check,No,44.25,No
Female,0,66,Yes,Bank transfer (automatic),No,90.55,No
Male,0,1,Yes,Electronic check,No,69.9,Yes
Male,0,40,Yes,Bank transfer (automatic),No internet service,20.4,No
Male,0,16,Yes,Bank transfer (automatic),No,71.4,No
Female,0,2,Yes,Bank transfer (automatic),Yes,87.15,Yes
Male,0,67,Yes,Credit card (automatic),No internet service,24.85,No
Female,0,41,Yes,Bank transfer (automatic),Yes,104.45,No
Female,0,56,Yes,Credit card (automatic),No internet service,19.8,No
Female,0,72,Yes,Bank transfer (automatic),Yes,116.45,No
Female,0,3,Yes,Bank transfer (automatic),No,84.75,Yes
Female,0,54,Yes,Credit card (automatic),No internet service,20.05,No
Male,1,52,Yes,Electronic check,Yes,110.75,No
Female,0,50,Yes,Bank transfer (automatic),No,89.7,No
Male,0,14,Yes,Electronic check,Yes,89.95,Yes
Male,0,27,Yes,Credit card (automatic),No,48.7,No
Female,1,72,Yes,Bank transfer (automatic),No,96.6,No
Male,0,62,Yes,Credit card (automatic),Yes,74.3,No
Female,0,12,Yes,Electronic check,No,54.3,No
Female,1,44,Yes,Bank transfer (automatic),Yes,74.85,No
Male,0,54,Yes,Bank transfer (automatic),No,79.95,No
Female,0,68,Yes,Bank transfer (automatic),No internet service,20.05,No
Male,0,20,Yes,Mailed check,No internet service,19.4,No
Male,0,50,Yes,Bank transfer (automatic),No,54.9,No
Male,0,58,Yes,Credit card (automatic),No internet service,24.45,No
Male,0,35,Yes,Bank transfer (automatic),Yes,89.65,No
Female,0,2,Yes,Electronic check,No,45.4,No
Male,0,63,Yes,Mailed check,No,75.7,No
Female,0,58,Yes,Credit card (automatic),Yes,110.65,No
Female,0,27,Yes,Mailed check,No internet service,20.55,No
Female,0,71,Yes,Credit card (automatic),Yes,115.15,No
Female,0,63,Yes,Credit card (automatic),No,58.55,No
Male,0,71,Yes,Bank transfer (automatic),No,93.25,No
Female,1,41,Yes,Electronic check,Yes,113.2,Yes
Male,1,13,Yes,Electronic check,Yes,90.5,Yes
Male,0,2,Yes,Electronic check,Yes,79.0,Yes
Female,0,68,Yes,Bank transfer (automatic),No internet service,19.35,No
Male,0,1,Yes,Mailed check,No,48.75,No
Male,1,65,Yes,Electronic check,Yes,109.05,No
Male,1,72,Yes,Bank transfer (automatic),No internet service,25.0,No
Female,0,28,Yes,Credit card (automatic),No,54.9,No
Male,0,72,Yes,Credit card (automatic),No internet service,24.75,No
Female,0,2,Yes,Electronic check,Yes,91.15,No
Female,0,18,Yes,Bank transfer (automatic),No internet service,20.15,Yes
Male,1,60,Yes,Electronic check,Yes,104.35,No
Female,1,26,Yes,Electronic check,No,66.05,No
Male,0,1,Yes,Electronic check,No,71.65,Yes
Female,0,4,Yes,Mailed check,No internet service,20.35,Yes
Male,0,68,Yes,Credit card (automatic),Yes,92.2,No
Female,0,38,Yes,Credit card (automatic),No,84.25,Yes
Female,1,42,Yes,Bank transfer (automatic),Yes,105.2,No
Female,0,57,Yes,Bank transfer (automatic),No internet service,19.6,No
Male,0,54,No,Electronic check,No,30.4,No
Female,0,12,Yes,Bank transfer (automatic),No,78.1,Yes
Female,0,44,Yes,Mailed check,No,61.5,No
Male,0,42,Yes,Bank transfer (automatic),Yes,69.4,No
Male,0,72,Yes,Bank transfer (automatic),No internet service,24.75,No
Female,0,71,Yes,Mailed check,Yes,91.05,No
Female,0,19,Yes,Mailed check,No,89.65,Yes
Female,0,23,Yes,Credit card (automatic),Yes,73.65,No
Female,0,30,Yes,Credit card (automatic),No internet service,19.4,No
Male,0,35,Yes,Bank transfer (automatic),No internet service,26.2,No
Female,0,10,Yes,Electronic check,Yes,98.7,Yes
Male,0,1,Yes,Bank transfer (automatic),No,43.85,No
Male,0,22,Yes,Mailed check,No,69.7,No
Male,0,7,No,Mailed check,No,38.55,No
Female,0,36,No,Mailed check,No,53.1,No
Female,0,34,Yes,Mailed check,No internet service,20.65,No
Male,0,72,Yes,Credit card (automatic),No,64.45,No
Male,0,36,Yes,Credit card (automatic),No internet service,25.1,No
Female,0,1,Yes,Electronic check,No,76.35,Yes
Female,0,23,Yes,Electronic check,No,79.15,Yes
Male,1,32,Yes,Electronic check,No,85.0,Yes
Female,0,71,Yes,Credit card (automatic),No,95.15,No
Female,1,23,Yes,Mailed check,No,79.35,No
Male,0,17,Yes,Bank transfer (automatic),Yes,96.65,No
Male,0,1,Yes,Electronic check,Yes,75.5,No
Male,0,12,Yes,Mailed check,No internet service,19.7,No
Female,0,72,Yes,Credit card (automatic),No internet service,20.5,No
Male,0,1,Yes,Mailed check,No internet service,19.2,No
Male,1,72,Yes,Bank transfer (automatic),Yes,98.35,No
Male,0,60,Yes,Bank transfer (automatic),No,74.35,No
Female,0,61,No,Credit card (automatic),Yes,51.35,No
Female,0,6,Yes,Mailed check,No,45.65,No
Male,1,32,Yes,Electronic check,No,85.3,Yes
Female,0,31,Yes,Credit card (automatic),Yes,86.55,Yes
Male,0,19,Yes,Credit card (automatic),No,73.85,Yes
Male,0,72,Yes,Bank transfer (automatic),No internet service,20.3,No
Female,0,32,Yes,Electronic check,No,54.2,No
Male,0,65,Yes,Electronic check,No,90.65,No
Female,0,45,No,Bank transfer (automatic),Yes,50.9,No
Male,0,42,Yes,Electronic check,No internet service,25.05,No
Male,0,8,Yes,Electronic check,No,74.85,No
Male,0,32,Yes,Mailed check,No internet service,20.5,No
Female,1,22,Yes,Mailed check,No,63.55,No
Male,1,57,No,Electronic check,Yes,44.85,Yes
Male,0,1,Yes,Electronic check,No,47.95,No
Male,1,1,Yes,Electronic check,No,45.1,Yes
Female,0,1,Yes,Electronic check,No,45.0,No
Male,0,24,Yes,Electronic check,Yes,96.0,Yes
Male,0,1,Yes,Bank transfer (automatic),No internet service,20.05,Yes
Male,1,54,Yes,Electronic check,No,90.05,No
Female,0,4,Yes,Credit card (automatic),No internet service,25.3,No
Male,0,65,Yes,Bank transfer (automatic),Yes,108.65,Yes
Female,0,56,Yes,Electronic check,No internet service,24.3,No
Male,0,45,Yes,Electronic check,Yes,75.95,No
Female,0,71,Yes,Credit card (automatic),No internet service,19.7,No
Male,0,59,Yes,Credit card (automatic),Yes,66.4,No
Male,0,69,No,Bank transfer (automatic),No,35.75,No
Male,0,19,Yes,Mailed check,No internet service,18.8,No
Female,0,55,Yes,Credit card (automatic),No internet service,19.4,No
Female,0,38,Yes,Mailed check,No internet service,19.3,No
Male,0,10,Yes,Electronic check,No,45.55,Yes
Female,1,47,Yes,Credit card (automatic),No,67.45,No
Female,0,2,No,Electronic check,No,35.1,Yes
Male,0,1,Yes,Credit card (automatic),No,46.2,Yes
Female,0,1,Yes,Electronic check,No,45.15,Yes
Male,1,1,No,Electronic check,No,43.3,Yes
Male,0,46,Yes,Mailed check,No internet service,20.1,No
Female,1,38,Yes,Credit card (automatic),No,57.15,Yes
Female,0,65,Yes,Credit card (automatic),No,58.9,No
Female,0,19,Yes,Electronic check,No,73.2,Yes
Male,0,52,Yes,Electronic check,No,85.35,Yes
Male,0,71,Yes,Mailed check,No internet service,19.45,No
Female,0,1,Yes,Mailed check,No,45.95,Yes
Female,1,52,No,Electronic check,Yes,50.5,No
Male,0,6,Yes,Mailed check,No internet service,25.1,No
Female,1,26,Yes,Mailed check,No,60.7,No
Male,1,48,Yes,Electronic check,Yes,99.0,No
Female,0,64,Yes,Bank transfer (automatic),Yes,104.4,No
Female,0,3,Yes,Electronic check,Yes,83.75,Yes
Male,0,1,Yes,Bank transfer (automatic),No,44.05,No
Male,0,72,Yes,Credit card (automatic),No internet service,24.1,No
Male,0,1,Yes,Mailed check,No,45.55,No
Female,0,51,Yes,Electronic check,No,93.8,No
Female,0,41,Yes,Bank transfer (automatic),No internet service,19.7,No
Female,0,72,Yes,Credit card (automatic),Yes,70.65,No
Female,0,43,Yes,Credit card (automatic),Yes,86.45,No
Male,0,72,Yes,Credit card (automatic),Yes,114.1,No
Male,0,47,Yes,Credit card (automatic),Yes,95.2,No
Male,0,72,Yes,Credit card (automatic),Yes,88.55,No
Male,0,3,Yes,Credit card (automatic),No internet service,20.75,No
Male,0,1,Yes,Electronic check,No,70.05,Yes
Male,0,2,Yes,Electronic check,No,86.0,Yes
Male,0,26,No,Bank transfer (automatic),No,44.65,No
Male,0,29,Yes,Mailed check,No,60.2,No
Female,1,35,Yes,Bank transfer (automatic),Yes,100.5,Yes
Male,0,27,Yes,Bank transfer (automatic),No,55.45,No
Male,0,24,Yes,Credit card (automatic),No,70.3,No
Male,0,67,Yes,Bank transfer (automatic),No,60.4,No
Female,0,16,Yes,Electronic check,No,72.65,Yes
Female,0,23,Yes,Bank transfer (automatic),No,55.8,No
Male,0,14,No,Mailed check,No,31.1,No
Female,0,1,Yes,Electronic check,No internet service,21.0,Yes
Female,1,1,Yes,Mailed check,No,45.1,Yes
Male,1,4,No,Credit card (automatic),Yes,50.95,No
Male,0,16,Yes,Electronic check,No,69.1,No
Female,0,46,No,Electronic check,Yes,43.95,No
Male,0,68,Yes,Bank transfer (automatic),Yes,86.5,No
Male,0,38,Yes,Electronic check,No,69.95,No
Male,1,30,Yes,Bank transfer (automatic),No,50.4,Yes
Female,1,5,Yes,Electronic check,No,78.95,Yes
Male,0,17,Yes,Credit card (automatic),No,90.95,No
Male,0,4,Yes,Mailed check,No internet service,19.9,No
Female,0,12,Yes,Electronic check,No internet service,20.15,No
Male,0,72,Yes,Credit card (automatic),Yes,90.6,No
Male,0,3,Yes,Electronic check,Yes,92.0,No
Male,0,56,Yes,Electronic check,No,94.45,Yes
Female,0,41,Yes,Mailed check,No internet service,24.85,No
Male,0,40,No,Credit card (automatic),No,36.0,No
Female,0,7,Yes,Electronic check,Yes,78.5,No
Male,0,69,Yes,Credit card (automatic),No internet service,19.95,No
Male,0,7,Yes,Mailed check,No internet service,20.65,No
Female,0,5,No,Electronic check,No,30.5,No
Female,0,72,Yes,Credit card (automatic),Yes,106.1,No
Male,0,44,Yes,Bank transfer (automatic),No internet service,20.5,No
Female,0,65,Yes,Electronic check,Yes,95.5,No
Female,0,3,Yes,Electronic check,Yes,64.6,No
Male,0,24,Yes,Credit card (automatic),No,51.1,No
Female,0,44,Yes,Bank transfer (automatic),No,84.8,Yes
Female,1,72,Yes,Credit card (automatic),Yes,89.1,No
Male,0,24,Yes,Electronic check,No,54.95,No
Male,0,1,Yes,Mailed check,No,50.9,Yes
Male,0,22,Yes,Bank transfer (automatic),No internet service,20.45,No
Male,0,70,Yes,Credit card (automatic),Yes,85.95,No
Male,0,25,Yes,Electronic check,Yes,60.35,No
Male,0,37,Yes,Bank transfer (automatic),No internet service,19.8,No
Female,1,22,Yes,Bank transfer (automatic),Yes,85.35,No
Female,0,59,Yes,Bank transfer (automatic),Yes,72.1,No
Male,0,49,Yes,Electronic check,Yes,99.8,Yes
Male,0,47,Yes,Bank transfer (automatic),Yes,107.35,Yes
Female,0,31,Yes,Mailed check,No internet service,19.55,Yes
Male,0,1,Yes,Electronic check,No,81.05,No
Male,0,3,Yes,Electronic check,No internet service,20.5,No
Female,0,53,Yes,Bank transfer (automatic),Yes,111.8,No
Male,0,1,Yes,Mailed check,No internet service,20.2,No
Male,0,20,Yes,Mailed check,No internet service,19.7,No
Female,0,3,Yes,Electronic check,No,79.1,Yes
Female,0,51,Yes,Bank transfer (automatic),No internet service,19.85,No
Female,0,51,Yes,Bank transfer (automatic),No,60.5,No
Female,0,13,Yes,Mailed check,No internet service,19.55,No
Female,0,1,Yes,Mailed check,No internet service,20.9,No
Male,0,1,Yes,Mailed check,No internet service,21.05,No
Male,0,63,Yes,Electronic check,No,71.5,No
Male,0,3,Yes,Mailed check,No,54.65,No
Male,0,46,Yes,Credit card (automatic),No internet service,19.2,No
Male,0,1,Yes,Credit card (automatic),No,49.8,No
Male,0,8,No,Mailed check,No,25.5,Yes
Female,0,71,Yes,Bank transfer (automatic),No internet service,20.5,No
Male,0,55,Yes,Credit card (automatic),Yes,90.4,No
Female,0,70,Yes,Bank transfer (automatic),No,90.25,No
Female,0,2,Yes,Electronic check,No,80.75,Yes
Male,0,67,Yes,Bank transfer (automatic),Yes,104.6,No
Male,0,65,Yes,Bank transfer (automatic),Yes,91.85,Yes
Male,0,14,Yes,Credit card (automatic),No,50.2,No
Female,0,20,Yes,Bank transfer (automatic),No,95.5,No
Male,0,1,Yes,Electronic check,No,75.35,Yes
Male,0,1,Yes,Electronic check,No,75.45,Yes
Female,0,49,Yes,Bank transfer (automatic),Yes,95.4,No
Female,0,72,Yes,Bank transfer (automatic),Yes,101.3,No
Female,0,46,Yes,Electronic check,No,53.1,No
Male,0,24,Yes,Bank transfer (automatic),No,84.85,No
Female,0,5,No,Electronic check,No,34.25,No
Female,0,33,Yes,Credit card (automatic),No,88.6,No
Female,0,42,Yes,Bank transfer (automatic),No,60.15,No
Male,0,23,Yes,Credit card (automatic),Yes,99.95,No
Male,0,8,Yes,Bank transfer (automatic),No,70.7,No
Male,0,66,Yes,Mailed check,No,54.8,No
Male,0,24,Yes,Bank transfer (automatic),No,49.55,Yes
Male,1,24,Yes,Credit card (automatic),No,54.8,No
Male,0,69,Yes,Credit card (automatic),No,78.6,Yes
Female,0,53,Yes,Mailed check,Yes,100.3,No
Female,0,60,No,Electronic check,Yes,53.6,No
Female,0,7,Yes,Electronic check,Yes,81.1,Yes
Female,0,20,Yes,Credit card (automatic),No internet service,19.35,No
Female,0,23,Yes,Electronic check,No,85.6,No
Male,0,72,Yes,Electronic check,Yes,80.8,No
Male,0,11,Yes,Electronic check,No,74.95,Yes
Male,0,21,Yes,Mailed check,No internet service,19.6,No
Male,1,1,Yes,Electronic check,Yes,93.55,Yes
Male,1,31,Yes,Electronic check,Yes,90.7,No
Female,0,57,Yes,Mailed check,Yes,69.75,No
Female,0,45,Yes,Bank transfer (automatic),No internet service,20.0,No
Male,0,10,Yes,Electronic check,No,95.25,No
Female,0,58,Yes,Credit card (automatic),Yes,102.1,Yes
Male,0,14,Yes,Mailed check,No internet service,19.95,No
Male,0,27,Yes,Mailed check,Yes,80.85,No
Female,0,14,Yes,Bank transfer (automatic),No,90.9,Yes
Female,0,12,No,Mailed check,No,29.2,Yes
Female,0,69,Yes,Bank transfer (automatic),No,93.3,No
Female,0,25,Yes,Bank transfer (automatic),Yes,89.15,Yes
Male,1,58,Yes,Electronic check,Yes,108.85,Yes
Female,0,35,No,Credit card (automatic),Yes,46.35,No
Female,1,16,Yes,Electronic check,Yes,84.75,Yes
Male,0,45,Yes,Credit card (automatic),Yes,78.75,No
Female,0,17,Yes,Electronic check,Yes,83.55,No
Female,0,1,Yes,Electronic check,No,45.7,Yes
Male,0,22,Yes,Mailed check,No internet service,19.6,No
Female,1,1,Yes,Electronic check,No,69.95,Yes
Male,0,67,Yes,Mailed check,No,67.85,No
Female,0,67,Yes,Bank transfer (automatic),Yes,105.65,No
Female,0,2,No,Electronic check,Yes,44.6,Yes
Male,0,23,Yes,Electronic check,No,74.95,Yes
Female,1,9,Yes,Credit card (automatic),No,75.5,No
Female,0,5,Yes,Mailed check,No internet service,20.15,No
Male,0,54,No,Credit card (automatic),Yes,45.2,No
Female,0,57,Yes,Electronic check,Yes,95.25,Yes
Male,0,24,Yes,Mailed check,Yes,89.85,Yes
Female,0,49,Yes,Mailed check,Yes,100.45,Yes
Male,0,5,Yes,Electronic check,No,47.15,Yes
Male,0,2,Yes,Electronic check,No,80.2,Yes
Female,0,4,Yes,Mailed check,No,87.1,Yes
Male,0,70,Yes,Bank transfer (automatic),Yes,79.25,No
Male,0,5,Yes,Bank transfer (automatic),No,75.9,Yes
Male,0,53,Yes,Electronic check,Yes,85.7,No
Female,0,47,Yes,Electronic check,Yes,98.75,Yes
Female,0,31,Yes,Credit card (automatic),No internet service,20.1,No
Male,0,13,Yes,Bank transfer (automatic),No,61.8,No
Female,0,28,Yes,Mailed check,No,49.9,No
Female,0,10,Yes,Electronic check,No,86.45,Yes
Male,0,38,Yes,Bank transfer (automatic),No internet service,20.4,No
